event_id,creator_id,event_type,event_date
2000,493,signup,2024-05-13
2001,411,purchase,2024-01-14
2002,410,share_link,2024-04-24
2003,128,create_link,2024-04-21
2004,7,share_link,2024-05-02
2005,426,create_link,2024-02-27
2006,47,visit,2024-06-07
2007,53,visit,2024-06-17
2008,187,share_link,2024-04-29
2009,38,signup,2024-02-04
2010,453,purchase,2024-01-10
2011,471,create_link,2024-03-21
2012,476,purchase,2024-06-06
2013,226,visit,2024-02-13
2014,53,signup,2024-03-11
2015,399,signup,2024-01-18
2016,224,purchase,2024-03-23
2017,154,visit,2024-03-19
2018,48,purchase,2024-03-26
2019,351,share_link,2024-06-15
2020,147,signup,2024-02-11
2021,393,signup,2024-05-03
2022,64,share_link,2024-01-30
2023,349,visit,2024-01-20
2024,182,signup,2024-05-05
2025,125,create_link,2024-04-05
2026,179,create_link,2024-05-04
2027,39,visit,2024-02-11
2028,260,share_link,2024-03-29
2029,382,purchase,2024-03-27
2030,3,visit,2024-01-05
2031,64,purchase,2024-02-19
2032,29,visit,2024-02-10
2033,372,create_link,2024-04-03
2034,11,share_link,2024-06-15
2035,97,create_link,2024-02-26
2036,358,share_link,2024-06-13
2037,442,purchase,2024-05-14
2038,203,visit,2024-05-12
2039,411,signup,2024-02-20
2040,481,signup,2024-04-15
2041,21,share_link,2024-05-15
2042,39,share_link,2024-01-11
2043,223,create_link,2024-05-29
2044,102,signup,2024-04-07
2045,46,create_link,2024-04-08
2046,66,purchase,2024-05-18
2047,91,signup,2024-04-05
2048,164,purchase,2024-04-15
2049,459,visit,2024-05-22
2050,111,create_link,2024-06-14
2051,338,share_link,2024-01-01
2052,123,signup,2024-02-15
2053,193,create_link,2024-03-28
2054,447,share_link,2024-06-19
2055,99,visit,2024-01-22
2056,291,signup,2024-01-03
2057,159,purchase,2024-05-21
2058,412,visit,2024-05-09
2059,103,share_link,2024-03-01
2060,385,signup,2024-06-08
2061,281,signup,2024-02-07
2062,43,visit,2024-02-15
2063,486,signup,2024-06-18
2064,84,share_link,2024-05-13
2065,451,visit,2024-02-10
2066,191,purchase,2024-06-01
2067,51,visit,2024-05-18
2068,386,visit,2024-04-19
2069,210,purchase,2024-02-10
2070,126,share_link,2024-02-26
2071,492,create_link,2024-06-22
2072,448,create_link,2024-05-02
2073,458,purchase,2024-03-26
2074,69,share_link,2024-06-24
2075,265,signup,2024-03-03
2076,258,purchase,2024-02-08
2077,418,create_link,2024-05-17
2078,188,share_link,2024-06-12
2079,230,visit,2024-01-27
2080,189,share_link,2024-03-21
2081,415,share_link,2024-04-16
2082,10,create_link,2024-02-05
2083,114,create_link,2024-03-25
2084,76,signup,2024-06-03
2085,164,signup,2024-06-17
2086,85,purchase,2024-01-28
2087,49,visit,2024-01-16
2088,495,signup,2024-02-04
2089,326,create_link,2024-06-12
2090,496,share_link,2024-04-08
2091,177,purchase,2024-05-26
2092,387,signup,2024-05-01
2093,458,share_link,2024-06-09
2094,389,share_link,2024-01-23
2095,494,signup,2024-04-28
2096,218,visit,2024-03-03
2097,189,visit,2024-03-10
2098,469,purchase,2024-05-29
2099,493,visit,2024-03-20
2100,346,purchase,2024-02-28
2101,230,create_link,2024-06-01
2102,255,signup,2024-01-17
2103,236,share_link,2024-02-08
2104,26,purchase,2024-03-17
2105,72,visit,2024-04-01
2106,261,purchase,2024-06-15
2107,254,purchase,2024-01-24
2108,271,visit,2024-06-14
2109,123,visit,2024-03-28
2110,144,signup,2024-02-13
2111,257,share_link,2024-02-05
2112,144,signup,2024-04-08
2113,421,signup,2024-03-10
2114,259,visit,2024-05-01
2115,436,visit,2024-05-03
2116,47,share_link,2024-03-20
2117,351,purchase,2024-02-14
2118,13,signup,2024-06-02
2119,376,share_link,2024-05-18
2120,208,signup,2024-06-28
2121,311,purchase,2024-06-01
2122,235,signup,2024-01-31
2123,149,create_link,2024-03-25
2124,322,share_link,2024-02-14
2125,438,visit,2024-04-24
2126,155,signup,2024-03-07
2127,166,share_link,2024-03-16
2128,90,share_link,2024-02-09
2129,186,signup,2024-06-22
2130,318,visit,2024-02-10
2131,358,visit,2024-04-29
2132,174,signup,2024-03-21
2133,217,share_link,2024-02-07
2134,395,visit,2024-04-09
2135,456,signup,2024-06-12
2136,264,signup,2024-06-20
2137,97,signup,2024-02-26
2138,117,share_link,2024-03-06
2139,199,visit,2024-01-30
2140,320,share_link,2024-01-10
2141,486,create_link,2024-03-01
2142,21,visit,2024-02-05
2143,200,share_link,2024-02-23
2144,371,visit,2024-04-06
2145,447,create_link,2024-01-04
2146,341,purchase,2024-02-23
2147,448,signup,2024-04-20
2148,248,share_link,2024-03-31
2149,276,create_link,2024-03-29
2150,264,create_link,2024-03-04
2151,58,visit,2024-04-28
2152,302,visit,2024-04-01
2153,31,signup,2024-05-29
2154,498,visit,2024-06-01
2155,249,share_link,2024-03-21
2156,93,share_link,2024-02-28
2157,496,share_link,2024-02-13
2158,265,purchase,2024-06-28
2159,271,share_link,2024-03-16
2160,94,visit,2024-05-23
2161,154,visit,2024-04-10
2162,394,share_link,2024-05-04
2163,285,create_link,2024-01-16
2164,80,create_link,2024-02-24
2165,292,create_link,2024-04-04
2166,84,signup,2024-03-19
2167,365,purchase,2024-03-17
2168,374,share_link,2024-02-09
2169,37,signup,2024-01-21
2170,342,create_link,2024-03-06
2171,327,share_link,2024-05-15
2172,407,signup,2024-01-10
2173,425,visit,2024-05-11
2174,232,create_link,2024-02-12
2175,93,signup,2024-04-14
2176,336,visit,2024-03-03
2177,102,create_link,2024-06-19
2178,412,purchase,2024-03-22
2179,432,create_link,2024-02-20
2180,166,purchase,2024-02-25
2181,159,purchase,2024-06-19
2182,14,purchase,2024-05-31
2183,373,share_link,2024-02-03
2184,225,share_link,2024-02-28
2185,73,purchase,2024-05-09
2186,249,visit,2024-05-09
2187,91,purchase,2024-05-17
2188,216,signup,2024-05-30
2189,461,purchase,2024-05-22
2190,90,share_link,2024-04-27
2191,29,share_link,2024-05-07
2192,435,signup,2024-01-17
2193,305,signup,2024-03-22
2194,427,create_link,2024-01-14
2195,476,visit,2024-03-21
2196,220,visit,2024-05-02
2197,328,visit,2024-01-16
2198,215,share_link,2024-02-01
2199,221,visit,2024-01-23
2200,389,create_link,2024-04-11
2201,42,create_link,2024-06-10
2202,135,visit,2024-04-07
2203,42,signup,2024-05-23
2204,164,create_link,2024-06-10
2205,361,signup,2024-04-13
2206,283,share_link,2024-05-05
2207,58,create_link,2024-06-09
2208,302,signup,2024-03-08
2209,322,visit,2024-06-19
2210,25,share_link,2024-03-04
2211,73,purchase,2024-03-11
2212,373,purchase,2024-01-18
2213,411,visit,2024-04-22
2214,129,share_link,2024-05-04
2215,87,share_link,2024-05-06
2216,330,share_link,2024-03-01
2217,426,share_link,2024-03-15
2218,436,purchase,2024-04-16
2219,153,signup,2024-05-27
2220,182,share_link,2024-05-18
2221,125,signup,2024-06-22
2222,67,share_link,2024-03-21
2223,6,create_link,2024-04-15
2224,125,create_link,2024-01-28
2225,314,create_link,2024-06-24
2226,326,share_link,2024-06-11
2227,53,signup,2024-01-08
2228,66,purchase,2024-03-31
2229,314,visit,2024-05-29
2230,82,purchase,2024-04-30
2231,87,share_link,2024-05-31
2232,2,create_link,2024-03-06
2233,204,create_link,2024-04-04
2234,150,signup,2024-03-04
2235,293,share_link,2024-03-05
2236,404,purchase,2024-05-04
2237,103,share_link,2024-01-14
2238,24,share_link,2024-01-25
2239,368,create_link,2024-04-09
2240,212,purchase,2024-04-14
2241,65,visit,2024-05-10
2242,449,create_link,2024-05-12
2243,209,purchase,2024-03-05
2244,251,signup,2024-01-19
2245,385,create_link,2024-04-15
2246,117,signup,2024-02-23
2247,116,create_link,2024-05-17
2248,237,share_link,2024-05-23
2249,478,purchase,2024-04-13
2250,105,signup,2024-06-22
2251,495,create_link,2024-06-05
2252,259,signup,2024-01-15
2253,46,create_link,2024-02-17
2254,311,create_link,2024-05-18
2255,331,visit,2024-02-03
2256,216,visit,2024-06-12
2257,470,visit,2024-06-06
2258,448,signup,2024-04-08
2259,492,share_link,2024-01-19
2260,301,create_link,2024-03-10
2261,410,purchase,2024-04-24
2262,333,visit,2024-06-09
2263,449,signup,2024-04-05
2264,24,signup,2024-03-15
2265,458,signup,2024-05-29
2266,35,purchase,2024-02-05
2267,24,purchase,2024-05-30
2268,28,visit,2024-03-03
2269,484,purchase,2024-06-02
2270,464,visit,2024-04-02
2271,488,purchase,2024-01-05
2272,16,purchase,2024-06-14
2273,59,purchase,2024-01-25
2274,465,visit,2024-04-07
2275,243,create_link,2024-01-12
2276,438,visit,2024-05-29
2277,207,create_link,2024-05-16
2278,400,signup,2024-03-24
2279,271,signup,2024-01-29
2280,249,visit,2024-06-20
2281,482,create_link,2024-04-18
2282,267,create_link,2024-01-27
2283,193,create_link,2024-02-24
2284,335,signup,2024-05-12
2285,218,visit,2024-02-21
2286,115,share_link,2024-01-13
2287,68,create_link,2024-02-11
2288,299,create_link,2024-05-22
2289,325,share_link,2024-03-19
2290,483,visit,2024-01-18
2291,397,create_link,2024-02-19
2292,394,visit,2024-01-02
2293,75,create_link,2024-03-27
2294,466,purchase,2024-04-16
2295,482,create_link,2024-05-20
2296,103,purchase,2024-02-16
2297,297,visit,2024-03-29
2298,490,create_link,2024-06-26
2299,178,signup,2024-01-12
2300,215,signup,2024-01-13
2301,455,share_link,2024-05-16
2302,315,signup,2024-02-28
2303,39,purchase,2024-06-21
2304,259,signup,2024-02-12
2305,204,signup,2024-03-14
2306,7,signup,2024-01-23
2307,49,create_link,2024-03-19
2308,26,share_link,2024-06-21
2309,161,visit,2024-01-23
2310,357,share_link,2024-04-10
2311,176,purchase,2024-06-10
2312,79,create_link,2024-05-23
2313,2,create_link,2024-04-18
2314,489,signup,2024-06-27
2315,383,signup,2024-04-20
2316,455,purchase,2024-06-08
2317,416,create_link,2024-06-14
2318,132,visit,2024-01-17
2319,276,share_link,2024-03-26
2320,498,create_link,2024-02-08
2321,117,visit,2024-02-10
2322,164,visit,2024-02-17
2323,288,share_link,2024-06-04
2324,28,visit,2024-03-17
2325,333,purchase,2024-06-26
2326,1,visit,2024-01-01
2327,188,purchase,2024-04-26
2328,56,visit,2024-06-26
2329,35,signup,2024-01-19
2330,112,visit,2024-02-28
2331,286,purchase,2024-04-16
2332,310,visit,2024-06-17
2333,36,visit,2024-05-17
2334,439,visit,2024-01-28
2335,217,purchase,2024-02-03
2336,80,visit,2024-02-08
2337,314,share_link,2024-05-05
2338,83,share_link,2024-03-23
2339,65,purchase,2024-04-15
2340,325,signup,2024-06-28
2341,128,share_link,2024-04-19
2342,307,create_link,2024-04-30
2343,22,share_link,2024-04-16
2344,216,create_link,2024-05-10
2345,107,purchase,2024-01-23
2346,109,signup,2024-05-24
2347,372,create_link,2024-03-11
2348,357,create_link,2024-06-02
2349,181,share_link,2024-04-16
2350,356,create_link,2024-05-25
2351,164,purchase,2024-02-15
2352,68,purchase,2024-03-10
2353,292,purchase,2024-01-31
2354,180,share_link,2024-04-02
2355,181,signup,2024-05-16
2356,466,share_link,2024-04-27
2357,434,purchase,2024-06-11
2358,464,share_link,2024-03-21
2359,169,purchase,2024-02-29
2360,402,visit,2024-03-16
2361,22,visit,2024-03-03
2362,66,create_link,2024-04-09
2363,21,signup,2024-06-28
2364,100,visit,2024-02-17
2365,384,purchase,2024-05-31
2366,300,share_link,2024-03-14
2367,103,share_link,2024-02-27
2368,47,create_link,2024-01-30
2369,39,share_link,2024-06-05
2370,285,visit,2024-01-10
2371,310,share_link,2024-02-08
2372,90,visit,2024-02-24
2373,85,visit,2024-01-28
2374,273,signup,2024-05-25
2375,336,create_link,2024-06-17
2376,188,purchase,2024-04-27
2377,159,visit,2024-04-23
2378,243,create_link,2024-03-15
2379,73,purchase,2024-03-05
2380,479,share_link,2024-03-21
2381,462,create_link,2024-04-09
2382,49,create_link,2024-04-09
2383,101,create_link,2024-02-15
2384,2,share_link,2024-02-29
2385,244,share_link,2024-05-16
2386,176,create_link,2024-06-21
2387,238,signup,2024-06-04
2388,398,visit,2024-04-06
2389,59,share_link,2024-01-03
2390,353,signup,2024-06-27
2391,99,share_link,2024-05-15
2392,442,create_link,2024-04-23
2393,359,signup,2024-04-25
2394,442,purchase,2024-02-27
2395,495,visit,2024-03-10
2396,435,visit,2024-04-02
2397,468,share_link,2024-05-19
2398,2,visit,2024-05-16
2399,243,purchase,2024-04-14
2400,297,signup,2024-02-18
2401,211,signup,2024-03-23
2402,123,create_link,2024-01-17
2403,229,signup,2024-02-23
2404,82,share_link,2024-04-21
2405,144,purchase,2024-06-20
2406,388,create_link,2024-06-08
2407,140,share_link,2024-06-11
2408,29,share_link,2024-02-18
2409,391,share_link,2024-05-23
2410,270,visit,2024-03-25
2411,247,share_link,2024-01-12
2412,12,visit,2024-05-05
2413,355,signup,2024-04-07
2414,389,visit,2024-05-15
2415,337,share_link,2024-05-28
2416,106,purchase,2024-02-17
2417,32,purchase,2024-05-15
2418,74,signup,2024-01-28
2419,171,share_link,2024-03-20
2420,337,visit,2024-01-10
2421,69,purchase,2024-02-21
2422,301,create_link,2024-05-22
2423,362,share_link,2024-05-11
2424,137,share_link,2024-03-30
2425,433,create_link,2024-03-02
2426,417,purchase,2024-04-16
2427,484,create_link,2024-05-11
2428,100,signup,2024-02-10
2429,146,visit,2024-04-08
2430,9,visit,2024-02-24
2431,62,purchase,2024-01-28
2432,185,create_link,2024-04-10
2433,29,share_link,2024-02-16
2434,381,share_link,2024-05-16
2435,114,share_link,2024-05-09
2436,462,signup,2024-04-26
2437,409,signup,2024-04-17
2438,143,share_link,2024-06-24
2439,390,purchase,2024-03-09
2440,120,signup,2024-01-28
2441,170,signup,2024-03-19
2442,157,visit,2024-01-14
2443,335,visit,2024-02-15
2444,349,purchase,2024-05-20
2445,260,signup,2024-01-16
2446,82,signup,2024-06-16
2447,242,create_link,2024-06-06
2448,441,purchase,2024-03-21
2449,433,purchase,2024-02-27
2450,172,create_link,2024-02-17
2451,231,create_link,2024-02-18
2452,208,visit,2024-03-29
2453,75,purchase,2024-05-09
2454,270,purchase,2024-01-14
2455,387,create_link,2024-04-12
2456,499,share_link,2024-04-30
2457,114,share_link,2024-05-24
2458,62,visit,2024-05-02
2459,362,share_link,2024-06-07
2460,320,share_link,2024-05-17
2461,102,share_link,2024-03-10
2462,429,signup,2024-04-12
2463,362,visit,2024-04-11
2464,210,create_link,2024-06-13
2465,442,share_link,2024-03-04
2466,255,signup,2024-06-06
2467,20,share_link,2024-06-10
2468,58,signup,2024-01-18
2469,112,visit,2024-03-03
2470,473,share_link,2024-02-18
2471,313,signup,2024-02-25
2472,486,purchase,2024-03-31
2473,461,purchase,2024-02-27
2474,196,signup,2024-06-03
2475,375,share_link,2024-02-24
2476,462,share_link,2024-03-25
2477,353,visit,2024-01-19
2478,92,visit,2024-05-30
2479,52,create_link,2024-04-12
2480,293,visit,2024-04-21
2481,8,share_link,2024-04-17
2482,300,create_link,2024-02-16
2483,98,visit,2024-04-16
2484,236,signup,2024-06-27
2485,389,purchase,2024-03-24
2486,374,visit,2024-06-04
2487,69,visit,2024-05-07
2488,415,signup,2024-02-27
2489,45,share_link,2024-05-22
2490,137,signup,2024-05-23
2491,234,visit,2024-04-06
2492,32,share_link,2024-02-16
2493,289,create_link,2024-05-19
2494,126,visit,2024-04-12
2495,67,signup,2024-06-19
2496,30,create_link,2024-03-24
2497,114,purchase,2024-06-05
2498,204,create_link,2024-02-18
2499,29,signup,2024-05-10
2500,131,create_link,2024-04-21
2501,474,signup,2024-02-29
2502,185,visit,2024-03-06
2503,253,share_link,2024-03-27
2504,286,purchase,2024-05-05
2505,393,share_link,2024-01-26
2506,410,share_link,2024-03-11
2507,386,share_link,2024-03-14
2508,62,signup,2024-02-16
2509,3,signup,2024-03-16
2510,430,purchase,2024-04-05
2511,68,signup,2024-06-18
2512,25,signup,2024-01-31
2513,179,signup,2024-01-22
2514,141,signup,2024-01-17
2515,231,visit,2024-05-27
2516,300,purchase,2024-05-15
2517,163,signup,2024-04-07
2518,311,purchase,2024-02-18
2519,471,create_link,2024-03-27
2520,393,visit,2024-02-07
2521,130,signup,2024-02-22
2522,445,visit,2024-01-28
2523,246,visit,2024-03-17
2524,297,create_link,2024-06-05
2525,172,purchase,2024-05-18
2526,64,visit,2024-06-23
2527,31,share_link,2024-06-21
2528,492,create_link,2024-01-18
2529,47,share_link,2024-02-19
2530,130,create_link,2024-03-29
2531,352,share_link,2024-06-25
2532,466,share_link,2024-05-29
2533,333,visit,2024-02-14
2534,110,visit,2024-05-06
2535,69,create_link,2024-04-02
2536,58,purchase,2024-01-21
2537,106,visit,2024-03-16
2538,300,visit,2024-06-12
2539,330,signup,2024-05-31
2540,256,visit,2024-06-08
2541,312,purchase,2024-03-31
2542,171,signup,2024-04-05
2543,383,share_link,2024-04-05
2544,473,share_link,2024-03-15
2545,162,signup,2024-04-19
2546,485,signup,2024-03-22
2547,286,signup,2024-05-07
2548,71,create_link,2024-04-12
2549,255,purchase,2024-05-12
2550,454,purchase,2024-05-23
2551,374,share_link,2024-05-18
2552,55,share_link,2024-02-04
2553,323,share_link,2024-04-21
2554,397,visit,2024-06-18
2555,3,share_link,2024-03-27
2556,26,signup,2024-04-28
2557,313,share_link,2024-04-07
2558,126,signup,2024-03-21
2559,408,create_link,2024-05-17
2560,53,visit,2024-03-22
2561,198,visit,2024-05-15
2562,299,purchase,2024-01-26
2563,188,create_link,2024-01-03
2564,186,signup,2024-02-28
2565,305,create_link,2024-04-25
2566,298,visit,2024-05-10
2567,204,signup,2024-06-14
2568,497,create_link,2024-05-09
2569,484,visit,2024-05-24
2570,450,signup,2024-02-05
2571,11,signup,2024-03-26
2572,359,visit,2024-04-07
2573,354,signup,2024-05-03
2574,474,visit,2024-03-13
2575,146,share_link,2024-04-19
2576,85,share_link,2024-05-01
2577,100,signup,2024-05-09
2578,104,signup,2024-06-10
2579,436,visit,2024-01-27
2580,46,signup,2024-06-13
2581,44,purchase,2024-05-29
2582,278,share_link,2024-03-08
2583,181,signup,2024-01-14
2584,187,signup,2024-04-07
2585,478,create_link,2024-01-23
2586,114,signup,2024-06-20
2587,491,purchase,2024-04-24
2588,255,share_link,2024-04-21
2589,381,create_link,2024-04-05
2590,380,visit,2024-03-18
2591,30,visit,2024-03-01
2592,264,share_link,2024-03-25
2593,98,visit,2024-03-11
2594,313,purchase,2024-03-25
2595,367,signup,2024-02-19
2596,329,share_link,2024-05-19
2597,115,create_link,2024-01-15
2598,276,signup,2024-05-24
2599,488,visit,2024-02-03
2600,281,visit,2024-02-04
2601,275,create_link,2024-02-08
2602,261,purchase,2024-05-12
2603,331,create_link,2024-01-30
2604,207,share_link,2024-05-11
2605,384,create_link,2024-05-22
2606,328,visit,2024-04-12
2607,211,purchase,2024-06-11
2608,215,purchase,2024-03-14
2609,411,create_link,2024-02-24
2610,40,share_link,2024-02-29
2611,480,visit,2024-01-24
2612,26,signup,2024-01-22
2613,27,purchase,2024-06-20
2614,190,create_link,2024-02-01
2615,83,share_link,2024-04-04
2616,384,share_link,2024-03-23
2617,434,visit,2024-06-27
2618,170,purchase,2024-01-03
2619,413,visit,2024-03-10
2620,167,signup,2024-06-08
2621,188,signup,2024-05-09
2622,169,signup,2024-03-28
2623,289,share_link,2024-04-18
2624,467,purchase,2024-02-28
2625,229,visit,2024-03-17
2626,467,visit,2024-01-14
2627,97,signup,2024-02-20
2628,367,purchase,2024-05-18
2629,16,purchase,2024-03-18
2630,279,create_link,2024-03-20
2631,135,purchase,2024-01-10
2632,26,purchase,2024-03-20
2633,352,visit,2024-05-03
2634,12,purchase,2024-02-03
2635,72,purchase,2024-04-30
2636,133,visit,2024-03-20
2637,106,purchase,2024-02-22
2638,220,visit,2024-06-04
2639,373,create_link,2024-01-18
2640,453,share_link,2024-06-02
2641,177,visit,2024-04-11
2642,282,visit,2024-05-14
2643,133,purchase,2024-06-21
2644,22,visit,2024-04-07
2645,463,signup,2024-02-14
2646,269,signup,2024-02-04
2647,412,create_link,2024-06-28
2648,161,visit,2024-04-23
2649,107,purchase,2024-01-21
2650,279,purchase,2024-06-04
2651,353,share_link,2024-04-05
2652,235,create_link,2024-02-13
2653,18,purchase,2024-03-20
2654,242,share_link,2024-02-25
2655,117,purchase,2024-05-17
2656,286,share_link,2024-05-30
2657,282,signup,2024-06-24
2658,144,signup,2024-06-28
2659,205,purchase,2024-05-22
2660,39,create_link,2024-02-24
2661,417,visit,2024-02-12
2662,154,create_link,2024-02-19
2663,176,create_link,2024-01-06
2664,449,visit,2024-06-09
2665,241,signup,2024-03-02
2666,422,signup,2024-02-24
2667,386,visit,2024-06-15
2668,369,share_link,2024-05-19
2669,134,create_link,2024-04-25
2670,46,purchase,2024-01-31
2671,50,signup,2024-03-14
2672,166,purchase,2024-02-03
2673,106,visit,2024-06-17
2674,216,purchase,2024-01-10
2675,146,purchase,2024-02-21
2676,411,create_link,2024-03-18
2677,425,visit,2024-01-03
2678,72,purchase,2024-06-09
2679,476,signup,2024-05-14
2680,330,visit,2024-01-04
2681,273,signup,2024-06-15
2682,247,share_link,2024-02-17
2683,446,purchase,2024-03-14
2684,413,visit,2024-03-19
2685,186,signup,2024-05-23
2686,70,purchase,2024-06-14
2687,462,create_link,2024-01-04
2688,150,signup,2024-01-04
2689,246,signup,2024-04-29
2690,262,share_link,2024-04-28
2691,26,create_link,2024-06-03
2692,423,share_link,2024-01-17
2693,140,create_link,2024-04-05
2694,99,signup,2024-03-10
2695,398,share_link,2024-04-06
2696,278,purchase,2024-01-08
2697,51,create_link,2024-04-23
2698,151,signup,2024-01-05
2699,432,visit,2024-02-16
2700,455,create_link,2024-02-09
2701,104,create_link,2024-05-01
2702,434,purchase,2024-05-14
2703,89,create_link,2024-05-19
2704,141,create_link,2024-04-03
2705,213,purchase,2024-06-01
2706,233,purchase,2024-01-28
2707,394,share_link,2024-06-19
2708,183,signup,2024-03-17
2709,251,signup,2024-06-23
2710,9,share_link,2024-02-18
2711,79,signup,2024-03-26
2712,52,create_link,2024-02-23
2713,386,share_link,2024-01-18
2714,409,share_link,2024-01-27
2715,269,signup,2024-03-12
2716,226,visit,2024-05-13
2717,51,signup,2024-05-01
2718,186,visit,2024-04-14
2719,34,share_link,2024-03-09
2720,291,visit,2024-03-11
2721,230,create_link,2024-05-29
2722,131,purchase,2024-06-23
2723,490,visit,2024-04-26
2724,120,purchase,2024-02-01
2725,443,create_link,2024-04-18
2726,326,purchase,2024-04-06
2727,247,create_link,2024-01-01
2728,432,purchase,2024-06-22
2729,192,purchase,2024-06-17
2730,497,signup,2024-04-17
2731,403,visit,2024-04-23
2732,323,purchase,2024-02-10
2733,210,share_link,2024-01-08
2734,103,signup,2024-06-08
2735,329,visit,2024-01-30
2736,372,signup,2024-02-15
2737,460,visit,2024-04-14
2738,133,create_link,2024-06-28
2739,323,purchase,2024-04-05
2740,139,share_link,2024-03-01
2741,121,signup,2024-05-20
2742,94,signup,2024-03-29
2743,452,signup,2024-06-16
2744,453,signup,2024-05-05
2745,129,purchase,2024-03-01
2746,91,visit,2024-04-29
2747,92,purchase,2024-06-20
2748,63,create_link,2024-04-30
2749,29,purchase,2024-06-20
2750,210,purchase,2024-02-17
2751,12,create_link,2024-02-28
2752,333,purchase,2024-01-11
2753,297,visit,2024-01-25
2754,130,share_link,2024-02-15
2755,293,create_link,2024-02-23
2756,173,signup,2024-02-03
2757,208,visit,2024-03-24
2758,432,share_link,2024-05-14
2759,24,visit,2024-03-02
2760,99,visit,2024-02-26
2761,406,signup,2024-04-02
2762,356,share_link,2024-04-25
2763,139,visit,2024-03-16
2764,314,signup,2024-05-12
2765,174,create_link,2024-03-16
2766,29,signup,2024-06-11
2767,419,purchase,2024-02-06
2768,496,signup,2024-05-23
2769,143,signup,2024-01-30
2770,316,signup,2024-02-11
2771,351,visit,2024-03-01
2772,42,share_link,2024-02-17
2773,489,signup,2024-03-24
2774,299,signup,2024-04-02
2775,208,purchase,2024-03-08
2776,330,purchase,2024-02-15
2777,433,create_link,2024-04-22
2778,192,create_link,2024-01-28
2779,160,purchase,2024-03-17
2780,64,share_link,2024-04-30
2781,243,create_link,2024-01-03
2782,258,share_link,2024-02-06
2783,152,purchase,2024-06-24
2784,215,create_link,2024-05-26
2785,322,signup,2024-04-01
2786,166,purchase,2024-03-23
2787,31,create_link,2024-01-17
2788,371,share_link,2024-04-30
2789,232,share_link,2024-03-27
2790,282,create_link,2024-02-09
2791,29,share_link,2024-06-26
2792,195,create_link,2024-03-13
2793,334,create_link,2024-01-29
2794,256,share_link,2024-06-27
2795,281,visit,2024-02-11
2796,304,signup,2024-01-29
2797,321,purchase,2024-03-06
2798,437,signup,2024-05-03
2799,323,purchase,2024-05-24
2800,346,purchase,2024-04-29
2801,402,signup,2024-04-18
2802,393,create_link,2024-06-07
2803,294,share_link,2024-04-01
2804,87,visit,2024-04-21
2805,149,visit,2024-02-21
2806,249,visit,2024-06-15
2807,321,signup,2024-02-29
2808,405,signup,2024-04-03
2809,283,create_link,2024-06-27
2810,362,visit,2024-05-23
2811,379,create_link,2024-04-07
2812,198,visit,2024-01-14
2813,44,signup,2024-06-18
2814,356,share_link,2024-02-20
2815,28,share_link,2024-01-24
2816,429,share_link,2024-04-16
2817,17,share_link,2024-06-19
2818,127,purchase,2024-03-13
2819,379,visit,2024-05-26
2820,168,share_link,2024-03-24
2821,244,purchase,2024-03-01
2822,387,purchase,2024-04-15
2823,76,purchase,2024-04-03
2824,231,create_link,2024-03-03
2825,204,create_link,2024-06-02
2826,450,purchase,2024-04-04
2827,248,share_link,2024-02-04
2828,302,visit,2024-03-07
2829,214,signup,2024-02-25
2830,215,create_link,2024-02-09
2831,158,share_link,2024-06-05
2832,69,share_link,2024-05-13
2833,393,signup,2024-06-28
2834,85,signup,2024-05-08
2835,267,share_link,2024-06-28
2836,69,signup,2024-01-24
2837,99,share_link,2024-04-11
2838,347,signup,2024-06-10
2839,497,signup,2024-04-24
2840,450,share_link,2024-05-14
2841,216,purchase,2024-03-15
2842,415,share_link,2024-01-11
2843,161,visit,2024-02-05
2844,423,signup,2024-05-27
2845,94,create_link,2024-03-03
2846,174,signup,2024-03-20
2847,165,visit,2024-03-28
2848,115,create_link,2024-01-30
2849,220,create_link,2024-06-06
2850,444,share_link,2024-04-12
2851,31,purchase,2024-04-21
2852,11,share_link,2024-03-24
2853,343,create_link,2024-05-29
2854,377,create_link,2024-04-14
2855,130,purchase,2024-01-21
2856,488,signup,2024-02-06
2857,105,purchase,2024-01-27
2858,27,share_link,2024-04-11
2859,227,signup,2024-06-11
2860,2,share_link,2024-02-07
2861,359,purchase,2024-02-29
2862,101,signup,2024-03-10
2863,21,purchase,2024-02-01
2864,58,visit,2024-03-20
2865,389,create_link,2024-06-03
2866,180,signup,2024-05-10
2867,429,create_link,2024-06-25
2868,341,visit,2024-04-11
2869,349,signup,2024-04-11
2870,20,create_link,2024-01-30
2871,255,create_link,2024-01-22
2872,317,signup,2024-01-19
2873,38,create_link,2024-01-31
2874,148,create_link,2024-01-20
2875,498,signup,2024-05-26
2876,25,create_link,2024-05-09
2877,386,create_link,2024-02-09
2878,121,share_link,2024-06-15
2879,416,share_link,2024-03-31
2880,26,visit,2024-03-12
2881,454,share_link,2024-04-18
2882,169,share_link,2024-01-27
2883,323,visit,2024-03-19
2884,225,create_link,2024-05-19
2885,1,create_link,2024-03-18
2886,307,share_link,2024-01-17
2887,261,visit,2024-03-24
2888,13,create_link,2024-05-17
2889,403,purchase,2024-05-26
2890,396,signup,2024-06-06
2891,48,signup,2024-06-06
2892,409,signup,2024-06-01
2893,313,share_link,2024-03-28
2894,371,signup,2024-03-14
2895,291,signup,2024-05-06
2896,332,purchase,2024-04-11
